"id","short name","name","platform","our category","date release"
04a8137c-0de9-42d4-8959-f15ca2567862,12iB6,"12 is Better Than 6",Steam,steam,2015-11-19T17:00:00.000Z
05a600fd-cb56-4596-ae8f-7cb16518ae2f,2064ROM,"2064: Read Only Memories",Steam,steam,2015-10-05T17:00:00.000Z
9f966b78-ac85-46f7-81db-f5b7ed46147b,2DARK,2Dark,Steam,steam,2017-03-09T23:00:00.000Z
e822ec54-af46-46d6-af80-d6016bba984b,303SBOB,"303 Squadron: Battle of Britain (Incl. Early Access)",Steam,steam,2018-09-02T22:00:00.000Z
749bfcd4-e9bc-48b7-9d7c-35af1d3b4a34,3DPGVFX,"3D ParticleGen Visual FX",Steam,steam,2006-11-26T23:00:00.000Z
a3df8524-0152-4658-ab31-76721e901eac,3DRA,"3D Realms Anthology",Steam,steam,2015-05-04T22:00:00.000Z
554e3607-3daa-4731-a4e0-3dc43cc440c9,3SWD,3SwitcheD,Steam,steam,2012-03-08T23:00:00.000Z
0091e17d-ade7-4806-8d75-ea22b2192a55,7DTD,"7 Days to Die",Steam,steam,2013-12-12T23:00:00.000Z
f1420584-ca60-48c4-ad63-d327a2d6f275,8BAS,"8-Bit Armies",Steam,steam,2016-04-22T17:00:00.000Z
8e9311a4-7119-446b-ac22-b9b00a0f7eac,AFOG,"A Fistful of Gun",Steam,steam,2015-09-23T17:00:00.000Z
2fbd5868-28ec-418d-854a-0736db720c8a,GOD,"A Game of Dwarves",Steam,steam,2012-10-22T22:00:00.000Z
f4a41974-5373-4862-a5e7-9d28b8c2301f,AGOTG,"A Game of Thrones: Genesis",Steam,steam,2011-09-28T22:00:00.000Z
12b636bc-33cd-404b-a679-75219c95a778,ASAMU,"A Story About My Uncle",Steam,steam,2014-05-28T21:00:00.000Z
3162d993-705a-495b-a000-e1da701b97d2,AWO,"A Way Out",Origin,origin,2018-03-22T23:00:00.000Z
58439738-9dce-4441-afcb-f81cf957f6dd,AWOU,"A Way Out (Xbox One)","Xbox Live",xbox_live,2018-03-22T23:00:00.000Z
61d3a533-1b45-44ef-be52-efc8cb69ff85,ABRAIG,"ABRACA - Imagic Games",Steam,steam,2016-03-30T17:00:00.000Z
d0140c56-22eb-4c3f-8b99-7dd0bdb3c37d,ABZU,ABZU,Steam,steam,2016-08-01T17:00:00.000Z
b771a230-cd6e-4b64-ad3b-76a29dce4e53,AWSAODE,"Accel World vs. Sword Art Online (Deluxe Edition)",Steam,steam,2017-09-11T22:00:00.000Z
a1874f68-3da1-47c3-97ef-a68580ce2a52,ACAH,"Ace Combat: Assault Horizon (Enhanced Edition)",Steam,steam,2013-01-24T23:00:00.000Z
063d72ce-f71e-45eb-964c-a7f3bab54606,AOA,"Act of Aggression",Steam,steam,2015-09-01T22:00:00.000Z
1ac06510-f26a-402d-b689-9f99fa6ae33f,AOWHT,"Act of War: High Treason",Steam,steam,2006-05-29T17:00:00.000Z
702a7cd4-76eb-4087-aa46-d74d155e1206,ACTH,"Action Henk",Steam,steam,2015-05-11T17:00:00.000Z
0f1962de-82d0-4bed-a7f7-8b3de0be146c,ASVC,"Adam's Venture Chronicles",Steam,steam,2015-08-02T22:00:00.000Z
05944fc0-489f-4643-91a8-1d73e5395bc8,ADR1FT,Adr1ft,Steam,steam,2016-03-27T22:00:00.000Z
27c81745-98e2-4060-b055-e6318dc65126,AERMO,"AER: Memories of Old",Steam,steam,2017-10-24T22:00:00.000Z
583cee91-1913-4e9d-b51d-e27083420001,AOE2HD,"Age of Empires II HD",Steam,steam,2013-04-08T22:00:00.000Z
a47c6b5c-eaf9-4391-8b7a-b6eb170427c3,AOE2HF,"Age of Empires II HD - The Forgotten (DLC)",Steam,steam,
73ec8419-d355-4c50-b290-f9a103c810ce,AOE3CC,"Age of Empires III (Complete Collection)",Steam,steam,2005-10-17T22:00:00.000Z
27f2f018-83fd-4c70-b8c7-12e8e0beacff,AOEDE,"Age of Empires: Definitive Edition","Windows Store",windows_store,2018-02-19T23:00:00.000Z
5f477f99-acc0-435e-aee1-866bf4340fab,AMEE,"Age of Mythology (Extended Edition)",Steam,steam,2014-05-07T22:00:00.000Z
0a7176af-2ea2-4e16-ab86-f1dbc8516319,AOS,"Age of Survival",Steam,steam,2015-08-25T17:00:00.000Z
6c1f1195-112b-405b-856e-1aa988a66c30,AOW3,"Age of Wonders 3",Steam,steam,2014-03-30T22:00:00.000Z
99871e06-6bd3-4f00-a9b4-6a252e15bfa7,AOW3PE,"Age of Wonders 3 (Deluxe Edition)",Steam,steam,
6b7c3f2e-cd3a-4e19-86b5-2bbc1b26d50f,AOW2C,"Age of Wonders 3 Collection",Steam,steam,2015-04-13T22:00:00.000Z
251f8d6e-74dc-4dc8-87ae-c7ba7151c752,AOM,"Agents of Mayhem",Steam,steam,2017-08-17T22:00:00.000Z
aa4d181a-5e5b-47d8-861d-4fd05433dfe9,AGONY,Agony,Steam,steam,2018-05-28T22:00:00.000Z
d4084dea-6fe4-495a-b7e2-6ac0d35156bf,AS2013,"Agricultural Simulator 2013",Steam,steam,2012-11-23T22:00:00.000Z
0e38e1dd-2ccc-4eab-ad84-372c3889f411,AT2,"Airline Tycoon 2",Steam,steam,2011-10-24T17:00:00.000Z
fb63e961-10c6-4feb-8821-972486c11faa,AFTS,"Airport Firefighters - The Simulation",Steam,steam,2015-05-12T21:00:00.000Z
6265bb8f-2100-407b-8e41-1c37dc7eb4da,AS2014,"Airport Simulator 2014",Steam,steam,2013-10-18T21:00:00.000Z
bc837073-058b-48ac-bc81-5341a5fe8115,ARPS2019,"Airport Simulator 2019",Steam,steam,2018-05-30T22:00:00.000Z
932a64b6-ce25-44e1-b514-75b4166b5c04,ALANW,"Alan Wake",Steam,steam,
1beeb0d8-10b9-4262-b53b-4bea94ba849f,AWCE,"Alan Wake (Collector's Edition)",Steam,steam,2012-02-15T23:00:00.000Z
1fac166c-33e8-4faf-a599-0a4206647e8c,AWX360X1,"Alan Wake - Xbox 360/Xbox One","Xbox Live",xbox_live,2010-05-13T22:00:00.000Z
143703a2-0333-40a6-a609-a58b13a58528,AWAN,"Alan Wake: American Nightmare",Steam,steam,2012-05-21T22:00:00.000Z
bacc8e26-4148-4dac-af69-3d2443fda9c6,AMRS,"Alice: Madness Returns",Origin,origin,2011-06-13T22:00:00.000Z
9f6b77b7-6cda-4799-9370-c2ebd440444f,AMR,"Alice: Madness Returns (Complete Collection)",Origin,origin,
9978f140-6e3a-4e66-b307-91f3ef756c2a,ABI,"Alien Breed Impact",Steam,steam,2010-06-03T17:00:00.000Z
ff9a3f81-51a0-4dd8-a71c-3c15a42ed81e,ABT,"Alien Breed Trilogy",Steam,steam,2010-11-17T17:00:00.000Z
3b1347bb-918a-47eb-adae-8152c4905499,ALIENR,"Alien Rage",Steam,steam,2013-09-23T22:00:00.000Z
95ed9ae1-53b3-4837-bd41-ebb25f7dba40,AISO,"Alien: Isolation",Steam,steam,2014-10-06T22:00:00.000Z
be8ee1be-75a1-4f78-b2b0-e785a73351e6,AINE,"Alien: Isolation (Nostromo Edition)",Steam,steam,2014-10-06T23:00:00.000Z
ff6ed07e-860a-49e5-9131-6d820c489ec8,AISORE,"Alien: Isolation (Ripley Edition)",Steam,steam,2014-10-06T22:00:00.000Z
a2f5bda1-8463-4760-b966-1a14f6e31d51,AICEDLC,"Alien: Isolation - Crew Expendable (DLC)",Steam,steam,2014-10-06T22:00:00.000Z
ce6c13fd-a11b-4e0c-8d77-7494265f4ce0,AILSDLC,"Alien: Isolation - Last Survivor (DLC)",Steam,steam,2014-10-06T22:00:00.000Z
8e52a4e3-c8b9-4428-ad08-2732dd3081e3,AISP,"Alien: Isolation - Season Pass (DLC)",Steam,steam,
00c50b54-6623-44c4-88e0-94d2b3e1e846,AIC,"Alien: Isolation Collection",Steam,steam,2014-10-05T17:00:00.000Z
96c91d2e-82f6-4537-8d99-f4d60c9aa2f1,AVP,"Aliens vs. Predator Collection",Steam,steam,2010-02-15T23:00:00.000Z
cbf950d0-2dda-4cca-9c54-cac88d8f3576,ACMSP,"Aliens: Colonial Marines - Season Pass",Steam,steam,2013-02-11T23:00:00.000Z
c4211f36-426c-4aca-a6da-f67849868e5c,ACM,"Aliens: Colonial Marines Collection",Steam,steam,2013-02-11T23:00:00.000Z
182e3680-842b-4086-ab92-b02ff6a56e0f,AITDA,"Alone in the Dark - Anthology",Steam,steam,2016-12-13T23:00:00.000Z
786630f1-118a-4bda-8d42-99ca938012ba,ASTM,"Always Sometimes Monsters",Steam,steam,2014-05-21T17:00:00.000Z
426ac8e6-3420-4488-baa1-49cb9cb8c948,AMA100$,"Amazon $100 Gift Card (USA)","Official website",also,2016-09-05T07:00:00.000Z
2d858785-dd8c-40a7-b65c-ffc0f5b40d8c,AMA25$USA,"Amazon $25 Gift Card (USA)",None,also,
87b20c4c-482c-410f-998d-25598b062e3a,AMA10GCF,"Amazon €10 Gift Card (France)",None,also,2017-12-31T23:00:00.000Z
01a2d08b-bf94-464b-b3cc-6164b661432b,AMA10EDE,"Amazon €10 Gift Card (German)",None,also,
2ad3dec4-2c5c-4fad-82c7-00417971b485,ATS,"American Truck Simulator",Steam,steam,2016-02-02T23:00:00.000Z
aa510ef1-5b51-451a-803b-0aee0fdc965e,ATSGE,"American Truck Simulator (Gold Edition)",Steam,steam,2017-11-08T23:00:00.000Z
c9c477a3-81ee-41b8-a36c-878bbd1995ba,ATSNM,"American Truck Simulator: New Mexico",Steam,steam,2017-11-08T23:00:00.000Z
3ed9af03-0807-4db0-8764-f91c849ea017,AMTS,"Among The Sleep",Steam,steam,2014-05-28T22:00:00.000Z
ac1e2f47-3c15-4a70-95b2-0d1107fbcd1a,ANL,"Ancestors Legacy",Steam,steam,2018-05-21T22:00:00.000Z
7841a59b-9b98-4aea-97ae-2d236fd4dcf9,ANNO2070,"Anno 2070",Uplay,uplay,2011-11-16T23:00:00.000Z
d7203c5f-0d83-4a88-b707-202852bf22a4,ANNO2070CE,"Anno 2070 (Complete Edition)",Uplay,uplay,2011-11-16T23:00:00.000Z
3de37d9b-eea3-4e34-8860-49ccd55c7cd0,ANNO2070DO,"Anno 2070: Deep Ocean",Uplay,uplay,2012-10-03T22:00:00.000Z
1d517b70-534e-4a44-ba48-0616b519408c,ANNO2205,"Anno 2205",Uplay,uplay,2015-11-02T23:00:00.000Z
10e12566-a135-4358-80c7-35e1fe6f4c2f,AO2205GE,"Anno 2205 (Gold Edition)",Uplay,uplay,2015-11-02T23:00:00.000Z
0dadff65-8f1c-4716-a129-a05a48ad6934,ANNO2205UE,"Anno 2205 (Ulitmate Edition)",Uplay,uplay,2016-10-26T22:00:00.000Z
9ae74552-1de8-4518-8405-8d22c56fc413,ANNO2205SP,"Anno 2205 - Season Pass (DLC)",Uplay,uplay,2015-11-02T23:00:00.000Z
0460f12f-b4cf-4c9d-9b2f-d5ade83f3b99,ANOD,Anodyne,Steam,steam,2013-03-22T17:00:00.000Z
ceec6cd8-c127-46e9-957d-ec7c7b95473d,ANOM2,"Anomaly 2",Steam,steam,2013-05-15T17:00:00.000Z
e5318314-e948-42a8-a947-9bd068f34382,ANOMD,"Anomaly Defenders",Steam,steam,2014-05-28T22:00:00.000Z
f3057354-0f8a-4338-9e09-bb09cce7cba3,ANOK,"Anomaly Korea",Steam,steam,2013-11-05T17:00:00.000Z
96b2ea51-66ad-4223-bbb4-71c1c34ae4ed,ANTIV,Antigraviator,Steam,steam,2018-06-05T22:00:00.000Z
11c99496-916a-44db-8b8a-e24b5da5d924,ARAG,Aragami,Steam,steam,2016-10-03T17:00:00.000Z
b4026299-fc02-4cb2-a3ad-0c37d80ed3df,ARCA,ArcaniA,Steam,steam,2010-10-11T17:00:00.000Z
a6ebee18-4040-45ce-acd2-e8464b4763b6,ARGP,"Arcania + Gothic Pack",Steam,steam,2006-10-12T17:00:00.000Z
a7fba05c-ec64-4e9a-a4da-2a8559b5d7d2,AASP,"ArcheAge - Silver Pack","Official website",also,
b7c93606-26de-4f81-afb7-083609f1f785,ARIS,"Arizona Sunshine",Steam,steam,2016-12-05T23:00:00.000Z
746979be-5c87-4c1d-abb3-2eda72131771,ARKSE,"ARK: Survival Evolved",Steam,steam,2017-08-30T22:00:00.000Z
552de5e8-3ced-403a-ac33-9fc9b7056642,ARMA2OA,"Arma 2: Operation Arrowhead",Steam,steam,2010-06-29T17:00:00.000Z
d99f9255-b94f-44ee-9134-482700ca0a3e,ARMA3,"Arma 3",Steam,steam,2013-09-11T22:00:00.000Z
3480c309-c2e1-4d99-a6af-fd940b4a466d,ARMA3AE,"Arma 3 (Anniversary Edition)",Steam,steam,2017-11-16T23:00:00.000Z
96b5bcc6-ad91-4e81-8b85-8da0118cc2b8,ARMA3PL,"Arma 3 PL/HU/RO/BG",Steam,steam,
f56033c5-4300-4042-ba65-54338c213851,ARME,Armello,Steam,steam,2015-08-31T17:00:00.000Z
10b71825-5be2-487d-b21f-1db155c5d6ff,AOTS,"Ashes of the Singularity",Steam,steam,2016-03-30T21:00:00.000Z
3f9d0355-e10c-4d39-a1fc-426307f6c0f6,ACIIIDE,"Assassin's Creed 3 (Deluxe Edition)",Uplay,uplay,2012-11-21T23:00:00.000Z
c0fa997d-5d19-4d5d-95b2-d752e228ca90,ACBFXO,"Assassin's Creed Black Flag Xbox One","Xbox Live",xbox_live,2013-11-20T23:00:00.000Z
6ec8166f-26b2-4cac-904b-553d3c6fbd54,ASSCB,"Assassin's Creed Bundle (Incl. Assassin's Creed Origins + Assassin's Creed Rogue)",Uplay,uplay,2017-10-26T22:00:00.000Z
bb8212d3-5fd7-49c0-8312-86df7108fcb8,ACC,"Assassin's Creed Chronicles",Uplay,uplay,2016-02-04T23:00:00.000Z
3eb2cfdd-1704-4e86-861f-e5d76fee0c8c,ACCC,"Assassin's Creed Chronicles: China",Uplay,uplay,2015-04-22T03:00:00.000Z
40bbed11-6732-4596-b8df-06a969690961,ACCI,"Assassin's Creed Chronicles: India",Uplay,uplay,
f3e381ec-5a89-4d2a-a759-a29b3c3f2179,ACII,"Assassin's Creed II",Uplay,uplay,2010-03-03T23:00:00.000Z
a3a19e4a-4668-4f07-a57f-5d3a76a5920e,ACIIDE,"Assassin's Creed II (Deluxe Edition)",Uplay,uplay,2010-03-03T23:00:00.000Z
559fc57b-1606-41ba-8e4a-63ea7b8a9931,ACOTCP,"Assassin's Creed Origins - The Curse of the Pharaohs (DLC)",Uplay,uplay,2018-03-12T23:00:00.000Z
9d17616f-343d-48c6-8d3a-3b71fda357da,ACOTHC,"Assassin's Creed Origins - The Hidden Ones (DLC)",Uplay,uplay,2018-01-22T23:00:00.000Z
6a6ecbd9-079a-495f-83dd-c85f5fdf9c18,ACR,"Assassin's Creed Revelations",Uplay,uplay,2011-11-28T23:00:00.000Z
e4097a56-2b30-40a3-8c18-2ad0d690e492,ACRGE,"Assassin's Creed Revelations (Gold Edition)",Uplay,uplay,2011-11-28T23:00:00.000Z
3146d85d-8459-4cc1-befc-cc249bb73386,ACRSE,"Assassin's Creed Revelations (Special Edition)",Uplay,uplay,2011-11-28T23:00:00.000Z
67390e04-b03e-4511-afb8-d3897c2c539d,ASCO,"Assassin's Creed: Odyssey",Uplay,uplay,2018-10-04T22:00:00.000Z
b1770c0d-1e2b-47e7-a875-58c05eac6b26,ACO,"Assassin's Creed: Origins",Uplay,uplay,2017-10-26T22:00:00.000Z
70bfaf35-50f2-4822-b0e0-f85a5cd6c976,ACODE,"Assassin's Creed: Origins (Deluxe Edition)",Uplay,uplay,2017-10-26T22:00:00.000Z
135d24a8-9ecd-4ce6-8583-5fe172bfdf58,ACOGE,"Assassin's Creed: Origins (Gold Edition)",Uplay,uplay,2017-10-26T22:00:00.000Z
d7c82a3a-6860-44bd-8db4-18a6dc285cee,ACOSE,"Assassin's Creed: Origins - Season Pass (DLC)",Uplay,uplay,2017-10-26T22:00:00.000Z
40e8ffe0-40eb-4176-92a2-5bae6da571d2,ACOXO,"Assassin's Creed: Origins - Xbox One","Xbox Live",xbox_live,2017-10-26T22:00:00.000Z
c777ccc7-0280-4dc5-bd54-c09f27b75d56,ACROUGE,"Assassin's Creed: Rogue",Uplay,uplay,2015-03-09T23:00:00.000Z
08e1faa5-bfd1-48a7-b265-b47180e06668,ACRODE,"Assassin's Creed: Rogue (Deluxe Edition)",Uplay,uplay,2015-03-09T23:00:00.000Z
e936d310-f07b-42af-9056-8453ae03a62b,ACREEDS,"Assassin's Creed: Syndicate",Uplay,uplay,2015-11-18T23:00:00.000Z
400f4cea-0935-499d-be86-57f1d4fe5a9b,ACSGE,"Assassin's Creed: Syndicate (Gold Edition)",Uplay,uplay,2015-11-18T23:00:00.000Z
e04c4576-113c-4d9c-a1c4-478852a2066c,ACS,"Assassin's Creed: Syndicate (Special Edition)",Uplay,uplay,2015-11-18T23:00:00.000Z
56b93e6c-ce10-4766-ac2d-c7f281629ec0,ACSSP,"Assassin's Creed: Syndicate - Season Pass",Uplay,uplay,2015-12-21T23:00:00.000Z
83c109f2-0c5f-4e0d-b3c7-aa14a5b58e15,AC3,"Assassins Creed 3",Uplay,uplay,2012-11-21T23:00:00.000Z
2f7ee09b-412e-4b4b-a62c-392bb58de9b9,ACB,"Assassins Creed Brotherhood",Uplay,uplay,2011-03-16T23:00:00.000Z
c7bd423e-5226-4ed4-b90c-adb2806ede0a,AC4BFM,"Assassins Creed IV: Black Flag",Uplay,uplay,2013-11-18T23:00:00.000Z
52d68546-8394-45cc-b151-6c0609d61d9e,AC4BFSE,"Assassins Creed IV: Black Flag (Deluxe Edition)",Uplay,uplay,2013-11-18T23:00:00.000Z
ede2fded-73b0-4aff-a797-ace40b035294,AC4BSEU,"Assassins Creed IV: Black Flag (Special Edition)",Uplay,uplay,2013-11-20T23:00:00.000Z
3368212e-c337-4dec-9e85-ffa55ab24d2f,ACUCRDLC,"Assassins Creed Unity Chemical Revolution DLC",Uplay,uplay,2014-11-12T23:00:00.000Z
7a92eabe-654b-4f08-8d79-5b799801ee7d,ACLHD,"Assassins Creed: Liberation HD",Uplay,uplay,2014-01-14T23:00:00.000Z
28e74008-c631-43d3-bcbf-2a2bd98ad58e,ACU,"Assassins Creed: Unity",Uplay,uplay,2014-11-13T23:00:00.000Z
f4eb3832-a0f3-4114-984c-7d6e41f76050,ACUSE,"Assassins Creed: Unity (Special Edition)",Uplay,uplay,2014-11-10T23:00:00.000Z
fec5c2d2-b028-4203-b39b-d0c2cee18cae,ACUXO,"Assassins Creed: Unity Xbox One","Xbox Live",xbox_live,2014-11-12T23:00:00.000Z
8e1e06b0-e4e3-4794-a21c-1e08c2b004a5,AS2MWO,"Assault Squad 2: Men of War Origins",Steam,steam,2016-08-25T17:00:00.000Z
8022166a-8f9f-4cf0-8ac4-7d04f22335bd,ACORS,"Assetto Corsa",Steam,steam,2014-12-18T23:00:00.000Z
1e457679-458f-40f0-ad36-3596666e3f23,AUDIOS,AudioSurf,Steam,steam,2008-02-15T21:00:00.000Z
641b9304-fe6f-47e4-9717-f939717a4936,ALKO,"Aurion: Legacy of the Kori-Odan",Steam,steam,2016-04-13T17:00:00.000Z
800ebde0-cbb9-4e34-99d1-26c3cf775833,AVENC,"Aven Colony",Steam,steam,2017-07-24T22:00:00.000Z
d963af84-35a7-4ee9-8165-242bfd146798,A4SOTM,"Aveyond 4: Shadow Of The Mist",Steam,steam,2016-02-01T18:30:00.000Z
29240849-26fa-45bc-8a42-0d862fa80207,AGF3,"Axis Game Factory's AGFPRO v3",Steam,steam,2013-11-18T17:00:00.000Z
0bc0af1d-d434-4f19-8f14-000817e65d2f,BTB,"Back to Bed",Steam,steam,2014-08-06T17:00:00.000Z
7f7e018c-c1cb-4500-aa09-8a215e170f73,BTTF,"Back to the Future",Steam,steam,2010-12-22T02:00:00.000Z
631e4ab1-4451-4973-a1e8-ee7d2293f246,BADGOTY,"Badland (GOTY)",Steam,steam,2015-05-26T17:00:00.000Z
d0c0647c-35cc-41f8-9127-51c748bf209b,BEOCHD,"Baja: Edge of Control HD",Steam,steam,2017-09-13T22:00:00.000Z
f87cd071-cfa3-469e-a868-0367d59e9e1f,BGED,"Baldurs Gate (Enhanced Edition)",Steam,steam,2012-11-27T23:00:00.000Z
42652dd8-7e5d-417d-8bfd-3b308e7b04ca,BG2EE,"Baldurs Gate II (Enhanced Edition)",Steam,steam,2013-11-14T23:00:00.000Z
04da5794-0519-4358-b4c8-da133081190e,BALLO,"Ballistic Overkill",Steam,steam,2018-03-27T22:00:00.000Z
e4d89945-d1fd-4f18-b1e3-8c35365ffdbb,BAVR,"Batman Arkham [VR]",Steam,steam,2017-04-24T22:00:00.000Z
1bd1bbdf-cf05-403c-9620-ff7b57e89ffd,BAA,"Batman: Arkham Asylum (GOTY)",Steam,steam,2009-09-14T22:00:00.000Z
97ea4379-c26e-45d5-aa71-648d60d692e0,BACG,"Batman: Arkham City (GOTY)",Steam,steam,2011-11-21T23:00:00.000Z
6a83a41d-62e4-42d4-b2f0-14d732df8f34,XBAC,"Batman: Arkham City - Xbox 360","Xbox Live",xbox_live,2011-10-20T22:00:00.000Z
4889db5b-bb8f-42ad-86ed-7100b50f8f28,BAKST,"Batman: Arkham Knight",Steam,steam,2015-06-22T23:00:00.000Z
ed657a29-17a0-42f6-94c6-25b898d1e666,BAK,"Batman: Arkham Knight (incl. Harley Quinn DLC)",Steam,steam,2015-06-22T22:00:00.000Z
72a1ae7d-9527-4152-b161-a41bc38e7ae9,BAKPE,"Batman: Arkham Knight (Premium Edition)",Steam,steam,2015-06-22T22:00:00.000Z
2a321758-8a80-4e8c-8eb8-aaaae5a5f400,BAKHQ,"Batman: Arkham Knight - Harley Quinn (DLC)",Steam,steam,2015-06-23T21:00:00.000Z
a4343563-f1e8-4d99-893d-365c7f534878,BAKSP,"Batman: Arkham Knight - Season Pass (DLC)",Steam,steam,2015-06-22T22:00:00.000Z
44c0c44a-8a84-4e4e-a3fe-d8bcd5bc3bb9,BAO,"Batman: Arkham Origins",Steam,steam,2013-10-24T22:00:00.000Z
2a6e62c5-c507-49a8-ac39-12127e5676c8,BAOBDE,"Batman: Arkham Origins - Blackgate (Deluxe Edition)",Steam,steam,2014-03-31T17:00:00.000Z
6ef02055-ac17-41c6-b513-2ff070ca1392,BAOSP,"Batman: Arkham Origins - Season Pass",Steam,steam,
68a10136-1d7b-4c63-976f-999819640aa3,BCN,"Battle Chasers: Nightwar",Steam,steam,2017-10-02T22:00:00.000Z
5b33e920-fce6-431e-86f1-35b603a5044e,BVC,"Battle vs Chess",Steam,steam,2012-08-15T22:00:00.000Z
dc8bd516-a426-476e-8a76-567b072af59a,BVCDDDLC,"Battle vs Chess - Dark Desert DLC",Steam,steam,2014-12-21T23:00:00.000Z
cc4b4887-71f3-4537-9a94-d396944ff262,BVCFIDLC,"Battle vs Chess - Floating Island DLC",Steam,steam,2015-02-08T23:00:00.000Z
c79a50a3-b207-4ca7-938f-6f2518ca98be,BATTLE,"Battleborn (incl. Firstborn Pack DLC)",Steam,steam,2016-05-02T22:00:00.000Z
31d022fc-e7cb-4af1-be68-2f0fd3cabc23,BF1,"Battlefield 1",Origin,origin,2016-10-20T22:00:00.000Z
c4c3d5d9-7aa6-4dcb-b826-b26832060eaf,BF1PL,"Battlefield 1 (PL/RU)",Origin,origin,2016-09-20T22:00:00.000Z
794687b2-c13c-405e-bcc8-47abc4c44bb2,BF1RE,"Battlefield 1 (Revolution Edition)",Origin,origin,2017-08-29T22:00:00.000Z
a4770bf8-d314-4cbc-ba20-bf56f3c7ce55,BF1HP,"Battlefield 1 - Hellfighter Pack (DLC)",Origin,origin,2016-10-20T22:00:00.000Z
02899c4d-eaee-44be-876b-db32bb9b8fab,BF1XO,"Battlefield 1 - Xbox One","Xbox Live",xbox_live,2016-10-20T22:00:00.000Z
235e63c6-dc20-48e8-9b58-e6c13bf74e4a,BF1PP,"Battlefield 1 Premium Pack",Origin,origin,2016-10-20T22:00:00.000Z
1aaa83aa-0c64-4365-8492-c51fd43e8de9,BF3,"Battlefield 3",Origin,origin,2011-10-24T22:00:00.000Z
9b707dc5-765a-4b25-b7fb-142a2df18967,B3LE,"Battlefield 3 (Limited Edition incl. Back to Karkand)",Origin,origin,2011-10-24T22:00:00.000Z
baeaa132-32aa-4d91-b4c8-4a6cb397b629,B3PE,"Battlefield 3 Premium Edition",Origin,origin,2011-10-24T22:00:00.000Z
6a159046-03d3-4dc7-b462-db55f5cce58e,B3PP,"Battlefield 3 Premium Pack",Origin,origin,2011-10-24T22:00:00.000Z
d88a9586-13ad-4389-9d5c-32f41882c529,B3A,"Battlefield 3: Aftermath",Origin,origin,2012-12-17T23:00:00.000Z
43cbe685-cbe3-4b6e-85d7-0f2dbdfabb39,B3AK,"Battlefield 3: Armored Kill",Origin,origin,2012-09-17T22:00:00.000Z
1bade534-d0ef-4810-ad1f-8ae352c5ce3f,B3BTK,"Battlefield 3: Back to Karkand",Origin,origin,2011-12-05T23:00:00.000Z
ae3416d7-d6a8-47bc-bb9d-aead4170275d,B3CQ,"Battlefield 3: Close Quarters",Origin,origin,2012-06-18T22:00:00.000Z
ccb8a290-8b61-42d4-ae65-0969d4214d34,B3EG,"Battlefield 3: End Game",Origin,origin,2013-03-18T23:00:00.000Z
8cc3f405-8453-4031-be49-f826814faa0c,BF4,"Battlefield 4",Origin,origin,2013-10-28T23:00:00.000Z
f9b791c4-2bdd-408b-be6b-cebd3f51c5f2,BF4DDE,"Battlefield 4 (Digital Deluxe Edition)",Origin,origin,2013-10-29T03:00:00.000Z
770e9a1b-e529-4311-bc47-4cfbd2fd672b,BF4CR,"Battlefield 4 (incl. China Rising)",Origin,origin,
0a94c105-6425-4aa9-9f4c-1e7519bdbab1,BF4CREN,"Battlefield 4 ENG",Origin,origin,2013-10-28T23:00:00.000Z
0e3171af-601f-4926-969d-dc6d2536a40e,B4NSD,"Battlefield 4 Naval Strike DLC",Origin,origin,
c70d2be8-147f-4493-ab2c-6a5c29091eea,BF4PE,"Battlefield 4 Premium Edition",Origin,origin,2014-10-23T22:00:00.000Z
17bf0812-aad0-4dd3-bacf-58e3148d35eb,BF4PEENG,"Battlefield 4 Premium Edition ENG",Origin,origin,2014-10-23T22:00:00.000Z
a5c55afe-653b-45c8-b55c-90d517a3e9e5,BF4PP,"Battlefield 4 Premium Pack",Origin,origin,2013-10-28T23:00:00.000Z
e7a7ce5d-9757-4e21-8e54-0ba09aba7143,BF4GB,"Battlefield 4: (Gold Battlepack DLC)",Origin,origin,2013-10-28T23:00:00.000Z
d7b5c333-88f6-4a7d-8414-7294d67aa7b3,BF4CRDLC,"Battlefield 4: China Rising",Origin,origin,2013-12-16T23:00:00.000Z
f4966fc8-da20-48b3-a1e7-3486744a7319,BF4DT,"Battlefield 4: Dragon's Teeth",Origin,origin,2014-07-28T22:00:00.000Z
34f82eb5-5b1c-4fc1-a606-7fb06b1cef44,BF4FS,"Battlefield 4: Final Stand",Origin,origin,2014-12-01T23:00:00.000Z
15f2e220-76b0-4d41-a899-b2221bf3d6b2,BF4SADLC,"Battlefield 4: Second Assault",Origin,origin,2014-03-03T23:00:00.000Z
3b5ad43d-acdb-477f-9b67-1982ad7f83db,BFH,"Battlefield Hardline",Origin,origin,2015-03-18T23:00:00.000Z
ff9a4106-6118-4a89-9d8d-5e406667fd8e,BHPP,"Battlefield Hardline Premium Pack",Origin,origin,2015-03-18T23:00:00.000Z
4285191a-60ee-41a0-a932-66fc29328b7f,BFV,"Battlefield V",Origin,origin,2018-10-17T22:00:00.000Z
6bb47d2d-5766-413e-b672-a55958d184c7,BC2,"Battlefield: Bad Company 2",Origin,origin,2010-03-01T23:00:00.000Z
f9fb5453-70b5-4893-8dca-e174dd73a868,BC2V,"Battlefield: Bad Company 2 - Vietnam",Origin,origin,2010-12-17T23:00:00.000Z
