3162d993-705a-495b-a000-e1da701b97d2,"A Way Out","ผู้สร้างเกม Brothers – A Tale of Two Sons ขอนำเสนอ A Way Out เกมผจญภัยที่ต้องร่วมมือกันเล่นเท่านั้น โดยคุณจะได้สวมบทบาทเป็นหนึ่งในสองนักโทษซึ่งต้องเสี่ยงอันตรายหลบหนีออกจากคุก

แผนการแหกคุกอันเร้าใจในตอนเริ่มจะพัฒนาอย่างรวดเร็วไปสู่การผจญภัยที่เกินจะคาดเดาและบีบคั้นอารมณ์ในแบบที่คุณไม่เคยได้พบหรือเล่นมาก่อน

A Way Out คือประสบการณ์ที่สัมผัสได้โดยการเล่นสองคนเท่านั้น ผู้เล่นแต่ละคนจะควบคุมหนึ่งในตัวละครหลัก ได้แก่ ลีโอและวินเซนต์ ในภารกิจร่วมมือแบบจำยอมเพื่อหลบหนีออกจากคุกและกอบกู้อิสรภาพของตนกลับมา

เล่นเกมทั้งหมดร่วมกับเพื่อนของคุณได้ฟรีด้วยคุณสมบัติการเล่นเวอร์ชันทดลองฟรีผ่านเพื่อน  เมื่อซื้อเกมตัวเต็ม คุณสามารถชวนเพื่อนคนใดก็ได้มาร่วมเล่นออนไลน์ ไม่ว่าพวกเขาจะซื้อเกมแล้วหรือไม่ก็ตาม  เมื่อส่งคำชวนให้เพื่อนจากเมนูในเกม จะเป็นการปลดล็อคเกมเวอร์ชันทดลองฟรีให้พวกเขา และคุณจะสามารถเล่นทั้งเกมร่วมกับพวกเขาได้"
bacc8e26-4148-4dac-af69-3d2443fda9c6,"Alice: Madness Returns™","เหตุการณ์เพลิงไหม้เมื่อสิบเอ็ดปีก่อนได้พรากครอบครัวของอลิซไปจากเธอและทิ้งรอยแผลในจิตใจเอาไว้อย่างร้ายกาจ หลังจากนั้นเธอต้องติดแหงกอยู่ที่ Rutledge Asylum ที่ซึ่งเธอพยายามเผชิญหน้ากับปีศาจร้ายของเธอโดยการเข้าไปในโลกจินตนาการอย่างวันเดอร์แลนด์ บัดนี้เป็นเวลาสิบปีหลังจากนั้น ในที่สุดเธอก็ได้รับการปล่อยตัวออกมา—แต่กระนั้นเธอก็ยังรู้สึกแบกรับภาระทางจิตใจจากเหตุการณ์อันเศร้าสลดอยู่ดีด้วยจิตใจที่ขาดรุ่งริ่ง เธอไม่สามารถทนรับความกลัวที่มาจากความทรงจำ ความฝัน และภาพนิมิตอันแสนประหลาดของเธอได้ บางทีเธออาจจะทำได้ดีกว่านี้หากเป็นในวันเดอร์แลนด์ ที่ซึ่งเธอเดินทางไปเพื่อค้นหาสิ่งที่โลกแห่งความ ""จริง"" ไม่สามารถมีให้ได้ ทั้งความปลอดภัย ความรู้ และความจริงในอดีต แต่ยามที่ปราศจากเธอ วันเดอร์แลนด์เองก็ประสบปัญหาเช่นเดียวกัน บางสิ่งบางอย่างเกิดผิดพลาดอย่างร้ายกาจและความชั่วร้ายครั้งยิ่งใหญ่ได้มาเยือนดินแดนที่เคยเปินที่พักพิงอันแสนสวยของเธอ อลิซจะช่วยวันเดอร์แลนด์—และตัวเธอเอง—จากความบ้าคลั่งที่กำลังกัดกินอยู่ได้หรือไม่?คุณสมบัติเด่น♥ แอ็คชั่นมุมมองบุคคลที่สามอันเข้มข้น ― ใช้อาวุธที่สามารถอัพเกรดได้หลายระดับอย่าง Teapot Cannon, Hobby Horse และ Vorpal Blade แสนคลาสสิก♦ สำรวจโลกวันเดอร์แลนด์อันดำมืดและกระจัดกระจาย ― พบตัวละครที่เคยคุ้นแต่ตอนนี้กลับแปลกประหลาดอย่าง เจ้าเหมียว Cheshire Cat, คนทำหมวก Mad Hatter, Caterpillar และ Red Queen♣ ความสามารถสุดมหัศจรรย์ ― ได้รับความสามารถแปลกๆ ในวันเดอร์แลนด์อย่างการลอยตัวด้วยชุดของอลิซ การหดหรือขยายตัวเท่าตึกเพื่อจัดการกับศัตรู♠ ปริศนาลับสมองชวนหัว ― พบปริศนาที่ท้าทายและเป็นธรรมชาติอย่างการแก้ปัญหาสิ่งกีดขวาง การจดจำดนตรี หมากรุก และบล็อกรูปภาพ"
31d022fc-e7cb-4af1-be68-2f0fd3cabc23,"Battlefield™ 1","Battlefield™ 1 จะพาคุณกลับสู่สงครามโลกครั้งที่ 1 ที่เทคโนโลยีสมัยใหม่และความขัดแย้งซึ่งเกิดขึ้นทั่วโลกจะเปลี่ยนโฉมหน้าของการทำสงครามไปตลอดกาล ร่วมเป็นส่วนหนึ่งของทุกการต่อสู้ ควบคุมพาหนะขนาดมหึมาทุกชนิด และทำทุกวิถีทางที่จะพลิกสถานการณ์การสู้รบ โลกทั้งโลกจะกลายเป็นสมรภูมิ – จงมองออกไปให้ไกลกว่าขอบของสนามเพลาะ
คุณสมบัติสำคัญ:
สภาพแวดล้อมที่มีการเปลี่ยนแปลงในสถานที่ต่างๆ ทั่วโลก ค้นพบความขัดแย้งที่เกิดขึ้นในทุกๆ ส่วนบนโลก – ต่อสู้ในเมืองของฝรั่งเศสที่ถูกปิดล้อม ในสถานที่เปิดกลางเทือกเขาแอลป์ของอิตาลี หรือกลางทะเลทราบอาหรับที่ไม่มีการรบสองครั้งใดจะเหมือนกัน สภาพแวดล้อมที่ทำลายได้และสภาพอากาศที่เปลี่ยนอยู่เสมอจะสร้างสมรภูมิที่มีการเปลี่ยนแปลงเกิดขึ้นทุกขณะ ไม่ว่าคุณจะกำลังถล่มป้อมปราการด้วยปืนหรือระเบิดหลุมบนพื้นโลก จะไม่มีการรบใดที่เหมือนกันอีกต่อไป
การต่อสู้หลายผู้เล่นขนาดมหึมา กรูเข้าสู่สนามรบในการต่อสู้หลายผู้เล่นขนาดยักษ์ที่มีได้สูงสุดถึง 64 คน เดินเท้าบุกตะลุยในฐานะทหารราบ เป็นผู้นำการจู่โจมด้วยยานพาหนะ และต่อสู้ในการรบที่ดุเดือดและซับซ้อนซึ่งความช่วยเหลือของทีมคือสิ่งจำเป็นเพื่อรอดชีวิต
พาหนะที่จะพลิกโฉมการเล่น พลิกสถานการณ์การต่อสู้ให้คุณเป็นฝ่ายได้เปรียบด้วยพาหนะขนาดใหญ่และพาหนะที่มีขนาดใหญ่กว่า ตั้งแต่รถถังและเครื่องบินปีกคู่ไปจนถึงพาหนะพิเศษขนาดมหึมาที่เรียกว่า Behemoth ซึ่งจะมีความสำคัญอย่างยิ่งในยามคับขัน สาดกระสุนลงมาจากท้องฟ้าด้วยยานเหาะขนาดยักษ์ วิ่งตะลุยผ่านสมรภูมิในรถไฟหุ้มเกราะ หรือระดมยิงบนฝั่งจากท้องทะเลด้วยเรือ Dreadnought
โหมดหลายผู้เล่นใหม่: Operations ในโหมด Operations ผู้เล่นจะต้องทำภารกิจในการต่อสู้หลายผู้เล่นที่ต่อเนื่องกันเป็นชุด กระจายอยู่ทั่วหลายแผนที่ ฝ่ายโจมตีจะต้องบุกฝ่าแนวป้องกันและผลักดันความขัดแย้งไปสู่แผนที่ถัดไป ส่วนฝ่ายป้องกันก็ต้องพยายามหยุดยั้งพวกเขาให้ได้"
794687b2-c13c-405e-bcc8-47abc4c44bb2,"Battlefield™ 1 Revolution","เข้าร่วมชุมชนผู้เล่น Battlefield ที่เข้มแข็งแล้วกระโจนเข้าสู่การต่อสู้สุดยิ่งใหญ่ของมหาสงครามในเกมยิงมุมมองบุคคลที่หนึ่งที่ได้รับคำชมอย่างล้นหลามนี้ นอกจากคำชมที่ได้รับจากนักวิจารณ์แล้ว Battlefield 1 ยังได้รับรางวัล Game Critics Awards Best of E3 2016: Best Action Game และรางวัล gamescom Best Action Game ในปี 2016 อีกด้วย

Battlefield 1 Revolution คือแพ็กเกจที่สมบูรณ์ที่สุดซึ่งประกอบด้วย:
Battlefield 1 เกมหลัก สัมผัสจุดเริ่มต้นของสงครามเต็มรูปแบบใน Battlefield 1 ค้นพบโลกในยามสงครามผ่านแคมเปญที่เต็มไปด้วยการผจญภัย หรือเข้าร่วมการต่อสู้หลายผู้เล่นแบบแบ่งทีมอันยิ่งใหญ่ซึ่งมีได้สูงสุดถึง 64 คน สู้รบในฐานะทหารราบ หรือขับพาหนะที่น่าทึ่งต่างๆ ทั้งทางบก อากาศ และทะเล
Battlefield 1 Premium Pass กระโจนเข้าสู่ชุดเสริมธีมต่างๆ ทั้งสี่ที่มีแผนที่ใหม่โหมดหลายผู้เล่น อาวุธใหม่ และอื่นๆ

 Battlefield 1 They Shall Not Pass
 Battlefield 1 In the Name of the Tsar
 Battlefield 1 Turning Tides
 Battlefield 1 Apocalypse

Red Baron Pack, Lawrence of Arabia Pack และ Hellfighter Pack – รับอาวุธ พาหนะ และสัญลักษณ์ต่างๆ ตามธีมของฮีโร่และหน่วยรบที่มีชื่อเสียง"
235e63c6-dc20-48e8-9b58-e6c13bf74e4a,"Battlefield™ 1 Premium Pass","พิชิตทุกสมรภูมิในมหาสงครามด้วย Battlefield™ 1 Premium Pass รับสิทธิ์เข้าถึงแผนที่หลายผู้เล่น 16 แบบ, Operation และโหมดเกมใหม่, คลาสอีลีต และอีกมากมายในชุดเสริมดิจิทัลธีมต่างๆ 4 ชุด ทำภารกิจการใช้อาวุธที่ท้าทายให้สำเร็จเพื่อปลดล็อคทุกสิ่งตั้งแต่มีดจนถึงอาวุธปืนใหม่ๆ ติดอาวุธให้พร้อมแล้วบุกตะลุยในทุกแนวรบ!ลุย 4 แนวรบใหม่ในมหาสงคราม:สัมผัสการต่อสู้ระยะประชิดและสงครามรถถังขนาดยักษ์ในแนวหน้าการรบฝั่งตะวันตกกับ Battlefield™ 1 They Shall Not Passเข้าสู่แนวหน้าการรบที่ใหญ่ที่สุดของสงครามด้วยกองทัพรัสเซีย ต่อสู้ในหุบเขาลึกที่ปกคลุมด้วยหิมะกับหมู่เกาะเยือกแข็งใน Battlefield™ 1 In the Name of the Tsarเข้าร่วมการทำสงครามสะเทินน้ำสะเทินบกของสงครามโลกครั้งที่ 1 แล้วต่อสู้ท้ามฤตยูในการรบ Zeebrug Raid กับการรุก Gallipoli Offensive ใน Battlefield™ 1 Turning Tidesพิชิตสมรภูมิที่มีการต่อสู้กันอย่างดุเดือดด้วยเครื่องมือสุดโหดแล้วเข้าร่วมการต่อสู้ที่เลวร้ายที่สุดแห่งนึงของสงครามโลกครั้งที่หนึ่งใน Battlefield™ 1 Apocalypseคุณสมบัติสำคัญ:แนวหน้าการรบแห่งใหม่ เข้าร่วมกองทัพฝรั่งเศสใน They Shall Not Pass, ต่อสู้เพื่อแย่งชิงการควบคุมที่แนวหน้าการรบฝั่งตะวันออกใน In the Name of the Tsar, ต่อสู้กลางทะเลใน Turning Tides และเผชิญกับความน่าสะพรึงกลัวดั่งฝันร้ายใน Apocalypseคิวพิเศษเข้าสู่เซิร์ฟเวอร์ ลัดแถวเพื่อเข้าร่วมการแข่งหลายผู้เล่นด้วยสิทธิ์แบบ VIP ที่มีให้เฉพาะผู้มี Premium Pass เท่านั้นโบนัสใน Premium ทั้งหมด เตรียมพบกับ Operation และโหมดเกมใหม่, คลาส Elite แบบใหม่, อาวุธ, พาหนะ และอื่นๆ อีกมาก Battlefield™ 1 Premium Pass จะมีแผนที่หลายผู้เล่นแบบใหม่, อาวุธที่ปลดล็อคได้แบบใหม่ 20 ชนิด, ป้ายห้อยคอที่มีเอกลักษณ์ 14 แบบ และ Battlefield™ 1 Superior Battlepack 14 ชุด (ที่เพิ่มโอกาสได้รับไอเท็มโบนัสมากขึ้นเมื่อเทียบกับ Battlepack แบบ Standard หรือ Distinguished)"
1aaa83aa-0c64-4365-8492-c51fd43e8de9,"Battlefield 3™","ยกระดับความดุเดือดใน Battlefield 3 แล้วสนุกกับอิสรภาพของการต่อสู้ในแบบที่คุณต้องการ สำรวจแผนที่โหมดหลายผู้เล่นขนาดมหึมาทั้ง 9 แบบแล้วเพิ่มความดุเดือดในการต่อสู้ด้วยพาหนะ อาวุธ และอุปกรณ์มากมายที่มีให้ใช้ ทุกวินาทีในสมรภูมิจะทำให้คุณเข้าใกล้การปลดล็อคสารพัดโบนัสต่างๆ มากยิ่งขึ้นคุณสมบัติสำคัญ:เล่นในแบบที่คุณถนัด คลาสของผู้เล่นทั้งสี่ ได้แก่ Assault, Engineer, Support และ Recon แต่ละแบบจะมีความสามารถพิเศษเฉพาะตัว ซึ่งการร่วมมือกันคือกุญแจไปสู่ชัยชนะไปได้ทุกที่ ทำได้ทุกอย่าง บังคับยานพาหนะใดก็ได้ที่คุณพบ ตั้งแต่รถถังและรถบั๊กกี้ไปจนถึงเฮลิคอปเตอร์และเครื่องบินไอพ่น แม้แต่จะขับ F/A-18E Super Hornet ของคุณเข้าพุ่งชนศัตรูโดยตรงก็ยังได้!ความวุ่นวายสุดโกลาหล เพลิดเพลินกับแผนที่โหมดหลายผู้เล่นทั้งเก้าแบบ ต้องการสภาพแวดล้อมที่ทำลายได้งั้นเหรอ? มีสิ อยากได้พื้นที่เปิดโล่งกว้างๆ สำหรับด้วยต่อสู้ด้วยพาหนะเหรอ? มีพร้อมของมากมายให้ปลดล็อค ทุกการต่อสู้จะทำให้คุณได้ทั้งยศ ริบบิ้น เหรียญรางวัล และของอื่นๆ เพื่อเพิ่มขีดความสามารถของคุณให้สูงขึ้น มุ่งมั่นกับการขับเฮลิคอปเตอร์ของคุณจนเชี่ยวชาญแล้วปลดล็อคพลุอินฟราเรดเพื่อสกัดจรวดมิสไซล์ที่ยิงโจมตีเข้ามา หรือเลือกเพิ่มความสามารถการหลบซ่อนของคุณก็ได้"
baeaa132-32aa-4d91-b4c8-4a6cb397b629,"Battlefield 3™ Premium Edition","ยกระดับความดุเดือดใน Battlefield 3 แล้วสนุกกับอิสรภาพของการต่อสู้ในแบบที่คุณต้องการ สำรวจแผนที่โหมดหลายผู้เล่นขนาดมหึมาทั้ง 9 แบบแล้วเพิ่มความดุเดือดในการต่อสู้ด้วยพาหนะ อาวุธ และอุปกรณ์มากมายที่มีให้ใช้ นอกจากนี้ทุกวินาทีในการต่อสู้ยังจะทำให้คุณเข้าใกล้การปลดล็อคโบนัสมากมายและเลื่อนขั้นให้สูงขึ้นได้อีกด้วย ดังนั้นเข้ามาลุยได้เลยคุณสมบัติสำคัญ:เล่นในแบบที่คุณถนัด คลาสของผู้เล่นทั้งสี่ ได้แก่ Assault, Engineer, Support และ Recon แต่ละแบบจะมีความสามารถพิเศษเฉพาะตัว ซึ่งการร่วมมือกันคือกุญแจไปสู่ชัยชนะไปได้ทุกที่ ทำได้ทุกอย่าง บังคับยานพาหนะใดก็ได้ที่คุณพบ ตั้งแต่รถถังและรถบั๊กกี้ไปจนถึงเฮลิคอปเตอร์และเครื่องบินไอพ่น แม้แต่จะขับ F/A-18E Super Hornet ของคุณเข้าพุ่งชนศัตรูโดยตรงก็ยังได้! พบกับความวุ่นวายสุดโกลาหล เพลิดเพลินกับแผนที่โหมดหลายผู้เล่นทั้งเก้าแบบ ต้องการสภาพแวดล้อมที่ทำลายได้งั้นเหรอ? มีสิ อยากได้พื้นที่เปิดโล่งกว้างๆ สำหรับด้วยต่อสู้ด้วยพาหนะเหรอ? มีพร้อมคว้าการปลดล็อคต่างๆ ที่มีอยู่มากมาย ทุกการต่อสู้จะทำให้คุณได้ทั้งยศ ริบบิ้น เหรียญรางวัล และของอื่นๆ เพื่อเพิ่มขีดความสามารถของคุณให้สูงขึ้น มุ่งมั่นกับการขับเฮลิคอปเตอร์ของคุณจนเชี่ยวชาญแล้วปลดล็อคพลุอินฟราเรดเพื่อสกัดจรวดมิสไซล์ที่ยิงโจมตีเข้ามา หรือเลือกเพิ่มความสามารถการหลบซ่อนของคุณก็ได้ Battlefield 3 Premium Edition ประกอบด้วย:เกมหลักและชุดเสริมทั้ง 5 ชุด Premium Edition ประกอบด้วย 20 แผนที่ใหม่, 20 อาวุธใหม่, 10 พาหนะใหม่ และ 4 โหมดเกมใหม่ Multiplayer Head Start Kit ปลดล็อคอาวุธขั้นสูง 15 อย่างทันที รวมถึงอุปกรณ์ การอัปเกรดพาหนะ และอื่นๆ คุณสมบัติใหม่อันทรงพลัง รีเซ็ตค่าสถิติของคุณเพื่อเริ่มต้นใหม่ ต่อคิวพิเศษเพื่อเข้าสู่เซิร์ฟเวอร์ และคว้าลายป้ายแบบใหม่สำหรับใช้เป็นสัญลักษณ์ Platoon นอกจากนี้ยังสามารถเข้าร่วมอีเวนต์พิเศษ เช่น กิจกรรมเพิ่มค่า XP สองเท่าช่วงสุดสัปดาห์ และการแข่งขันพิเศษต่างๆ ได้ด้วย ไอเท็มสุดพิเศษในเกม รับไอเท็มที่มีเอกลักษณ์ซึ่งหาที่ไหนไม่ได้อย่างลายพรางทหารและอาวุธแบบใหม่ มีด ACB-90 และชุดป้ายห้อยคอแบบพิเศษ"
6a159046-03d3-4dc7-b462-db55f5cce58e,"Battlefield 3™ Premium","ไม่มี Battlefield 3 ตัวเกมหลักรวมอยู่ด้วย.Battlefield 3™ Premium จะมีชุดภาคเสริม Back to Karkand, Close Quarters, Armored Kill, Aftermath และ End Game หากคุณซื้อ Battlefield 3 Premium ชุดภาคเสริมเหล่านี้จะเข้าถึงได้ผ่านทางหน้ารายละเอียดเกมของ Battlefield 3 บน Origin โดยไม่มีค่าใช้จ่ายนำประสบการณ์การเล่น Battlefield 3™ แบบหลายคนของคุณสู่อีกระดับด้วย Battlefield 3 Premium!ด้วยคอนเทนต์ที่มีอัดแน่นมาให้มากมาย Battlefield 3 Premium จะมอบโอกาสสุดพิเศษให้คุณได้เล่นชุดภาคเสริมทั้งหมดที่กำลังจะมีได้ก่อนล่วงหน้า เพิ่มตัวเลือกในการปรับแต่งทหารของคุณ และรับไอเท็มในเกมสุดพิเศษทั้งหมดนี้ได้โดยการจ่ายเพียงครั้งเดียวเท่านั้นการเป็นสมาชิกนี้จะทำให้คุณได้เป็นเจ้าของชุดภาคเสริมต่าง ๆ ทั้งห้าของ Battlefield 3 รวมถึงการเข้าเล่นได้ก่อนล่วงหน้าสองสัปดาห์ คุณยังจะได้รับไอเท็มพิเศษต่าง ๆ ในเกมที่หาที่ไหนไม่ได้อย่างมีด ACB-90 ชุดป้ายห้อยคอ ลายพรางอาวุธและทหารแบบพิเศษสมาชิก Battlefield 3 Premium ยังจะสามารถเข้าถึงคุณสมบัติใหม่ต่าง ๆ เช่น ความสามารถในการตั้งค่าสถิติใหม่ การได้จัดลำดับเป็นพิเศษเพื่อเข้าสู่เซิร์ฟเวอร์ และลายใหม่ต่าง ๆ สำหรับสัญลักษณ์ Platoonไม่ว่าคุณจะต้องการเข้าถึงได้ก่อนล่วงหน้า โดดเด่นด้วยไอเท็มพิเศษในเกม หรือใช้คุณสมบัติใหม่ที่มีให้ต่าง ๆ Battlefield 3 Premium จะมอบประสบการณ์การเล่นแบบหลายคนให้กับคุณอย่างที่ไม่เคยมีมาก่อนคุณสมบัติสำคัญของ BATTLEFIELD 3 PREMIUMเล่นภาคเสริมได้ก่อนล่วงหน้าทุกชุดเป็นเจ้าของชุดภาคเสริมขนาดใหญ่ทั้งห้าของ Battlefield 3 และเล่นได้ก่อนล่วงหน้าถึงสองสัปดาห์ โดดเด่นด้วยไอเท็มพิเศษในเกมโดดเด่นและเป็นจุดสนใจด้วยไอเท็มในเกมพิเศษต่าง ๆ อย่างมีด ACB-90 ที่ไม่มีใครเหมือนและชุดป้ายห้อยคอ Battlefield 3 Premium ปรับแต่งประสบการณ์ของคุณไปอีกขั้นด้วยชุดพรางสำหรับอาวุธและทหารใหม่สุดพิเศษ และ Assignments เฉพาะตัวเข้าถึงคุณสมบัติอันทรงพลังBattlefield 3 Premium มาพร้อมกับโอกาสสุดพิเศษที่จะทำให้คุณสามารถเริ่มค่าสถิติใหม่สำหรับ Score/Minute, Kills/Deaths และ Wins/Losses ของคุณได้หากคุณต้องการเริ่มต้นใหม่ด้วยทหารสำหรับการเล่นหลายคนของคุณ เพื่อให้สมกับสถานะของคุณ เรายังจัดลำดับให้คุณเป็นพิเศษในการเข้าสู่เซิร์ฟเวอร์ มีลายสำหรับสัญลักษณ์ Platoon ของคุณมากขึ้น และความสามารถในการเก็บ Battle Reports สุดโปรดของคุณแบบถาวรไว้ได้ถึงห้าชุดเข้าร่วมอีเวนต์พิเศษเลื่อนยศได้เร็วขึ้นด้วยอีเวนต์พิเศษเพิ่มค่าประสบการณ์สองเท่าและเข้าร่วมในการแข่งขันพิเศษต่าง ๆวิดีโอและคำแนะนำกลยุทธ์ดูวิดีโอเคล็ดลับการเล่นที่ส่งตรงมาจากทีมพัฒนาที่ DICE เข้าถึงคำแนะนำกลยุทธ์อย่างลึกซึ้งต่าง ๆ และชมตัวอย่างสุดพิเศษจากชุดภาคเสริมที่กำลังจะมีอันแน่นด้วยเนื้อหาและคุณสมบัติที่มีมาให้• ชุดภาคเสริมทั้งหมดของ Battlefield 3:xa0xa0xa0 o Battlefield 3: Back to Karkandxa0xa0xa0 o Battlefield 3: Close Quartersxa0xa0xa0 o Battlefield 3: Armored Killxa0xa0xa0 o Battlefield 3: Aftermathxa0xa0xa0 o Battlefield 3: End Gameเมื่อรวมกันแล้วภาคเสริมทั้งห้าชุดนี้จะมีถึง 20 แผนที่ อาวุธใหม่ 20 ชนิด พาหนะใหม่มากกว่า 10 ชนิด โหมดเกมใหม่ 4 โหมด Assignments มากกว่า 30 แบบ และป้ายห้อยคออีกมากกว่า 20 แบบ• มีดพิเศษในเกม• ป้ายห้อยคอพิเศษในเกม• ชุดลายพรางพิเศษมากกว่า 10+ แบบ• ลายพรางอาวุธพิเศษ• คุณสมบัติในการเริ่มค่าสถิติใหม่• ลายสัญลักษณ์ Platoon พิเศษมากกว่า 10 แบบ• เพิ่มจำนวนชั้นสัญลักษณ์ Platoon• การจัดลำดับคิวพิเศษเพื่อเข้าเซิร์ฟเวอร์• เก็บ Battle Reports สุดโปรดของคุณไว้ได้ห้าชุด• Assignments พิเศษมากกว่า 5 แบบ• การแข่งแบบพิเศษ• อีเวนต์พิเศษเพิ่มค่าประสบการณ์สองเท่า• วิดีโอพิเศษ• คำแนะนำกลยุทธ์ในการเล่น• คอนเทนต์พิเศษเพิ่มเติม"
43cbe685-cbe3-4b6e-85d7-0f2dbdfabb39,"Battlefield 3™ Armored Kill","เตรียมพบกับการทำลายล้างความเร็วสูง ในชุดเสริมนี้จะมีพาหนะใหม่ๆ ที่ขับได้อย่างรถถัง, รถ ATV, ปืนใหญ่เคลื่อนที่ และอีกมากให้ใช้ และยังมาพร้อมกับสมรภูมิขนาดมหึมาต่างๆ สำหรับการทำสงครามพาหนะเต็มรูปแบบ ที่มีแผนที่ขนาดใหญ่ที่สุดในประวัติศาสตร์ของ Battlefield ด้วย Armored Kill คือหนึ่งในห้าชุดเสริมที่มีใน Battlefield 3 Premium หากคุณเป็นเจ้าของ Battlefield 3 Premium แล้ว คุณจะได้รับสิทธิ์เข้าถึงคอนเทนต์นี้โดยอัตโนมัติคุณสมบัติสำคัญ:ต่อสู้ในการทำสงครามพาหนะเต็มรูปแบบ ขับ บิน และกระจายการทำลายล้างไปทั่วแผนที่ใหม่ทั้งสี่ ซึ่งจะมีแผนที่ขนาดใหญ่ที่สุดในประวัติศาสตร์ของ Battlefield ด้วย ล็อคเป้าหมายแล้วใช้ศักยภาพพาหนะของคุณจนถึงขีดจำกัด ขับพาหนะใหม่ทั้งห้าซึ่งมีทั้งพาหนะทำลายรถถัง ปืนใหญ่เคลื่อนที่ และรถ ATV หรือเกิดใหม่บนฮ.ติดอาวุธแล้วเข้าควบคุมปืนใหญ่ ต่อสู้ในโหมดใหม่สุดหิน ได้เวลานำปืนใหญ่ขนาดหนักออกมาใช้แล้วในโหมด Tank Superiority อันใหม่ ทำเป้าหมายภารกิจของคุณให้สำเร็จขณะอยู่ในรถถังรบขนาดยักษ์และอาวุธทำลายรถถังพลังทำลายล้างสูง"
1bade534-d0ef-4810-ad1f-8ae352c5ce3f,"Battlefield 3™ Back to Karkand Expansion Pack","หลังจากซื้อแล้วเพื่อเพลิดเพลินกับชุดเสริม Back to Karkand ให้ดาวน์โหลดอัปเดตล่าสุดของ Battlefield 3™ จาก Origin แล้วเปิดเกม หากคุณเป็นเจ้าของ Battlefield 3 Limited Edition แสดงว่าคุณเป็นเจ้าของ Back to Karkand ด้วยแล้ว  ได้เวลา Back to Karkand กับชุดเสริมแรกของเกมที่ชนะรางวัลมาแล้วอย่าง  Battlefield 3 จาก DICE ด้วยขุมพลังแห่ง Frostbite 2 ชุดเสริม Back to  Karkand ได้สร้างแผนที่ยอดนิยมของ Battlefield  ขึ้นมาใหม่ด้วยระดับการทำลายที่ล้างผลาญกว่าเดิมอย่าง Strike at Karkand,  Wake Island, Gulf of Oman และ Sharqi Peninsula นอกจากนี้ Back to  Karkand ยังมีป้ายห้อยคอใหม่ 5 แบบ Achievement/Trophy ใหม่ในคอนโซล 5 แบบ  พาหนะ 3 ชนิดจาก Battlefield 2 (Desert buggy, STOVL fighter jet, และ  APC) 10 อาวุธยอดนิยมจาก Battlefield 2 ที่สามารถนำกลับไปใช้ในเกมหลักได้  และระบบ Persistence ที่ผู้เล่นจะได้รับรางวัลเมื่อทำภารกิจสำเร็จ คุณสมบัติสำคัญ • เล่นในสี่แผนที่ระดับตำนานของ Battlefield 2 ที่สร้างขึ้นใหม่ด้วยเทคโนโลยี Frostbite 2 • บังคับพาหนะอย่าง APC, Desert buggy และ STOVL fighter jet • เพิ่มพลังทำลายของคุณด้วยสิบอาวุธใหม่ที่สามารถนำกลับไปใช้ในเกมหลักได้ • ต่อสู้ใน Conquest Assault อันโด่งดังจาก Battlefield 2 • ทำภารกิจใหม่ทั้งหมดให้สำเร็จเพื่อปลดล็อคอาวุธและป้ายห้อยคอพิเศษ"
